Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,404,6755,3/6/2023,Yolanda Torres,Guatemala,Guatemala City,1-126-25898-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,256,6654,11/3/2023,Diana Castro,Quiche,Uspantan,1-989986-45-5
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,454,781,12/12/2023,Aurora Campos,San Marcos,Concepcion Tutuapa,1-266-45385-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,565,6896,1/10/2023,Mario Vargas,Solola,Solola,0-08-658808-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,945,1341,10/30/2023,Veronica Medina,Sacatepequez,Ciudad Vieja,0-650-28370-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,323,3256,2/17/2023,Martin Morales,El Progreso,Guastatoya,0-361-61135-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,244,2630,8/24/2023,Juana Acosta,Retalhuleu,San Sebastian,1-86399-059-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,915,1757,2/23/2023,Tomas Cruz,Baja Verapaz,Rabinal,0-493-33732-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,561,7559,4/19/2023,Maria Rodriguez,El Progreso,San Antonio La Paz,1-879131-17-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,320,6734,7/3/2023,Javier Espinoza,El Progreso,Morazan,0-07-626609-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,401,1104,5/17/2023,Pilar Sanchez,Jutiapa,Asuncion Mita,0-08-919455-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,242,3082,5/23/2023,Felipe Alvarez,Quetzaltenango,Cantel,0-413-20097-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,345,6020,8/6/2023,Ines Reyes,Santa Rosa,Santa Maria Ixhuatan,0-07-156589-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,895,2998,9/13/2023,Luis Gonzalez,Retalhuleu,San Felipe,0-946571-33-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,569,6390,1/14/2023,Esperanza Gonzalez,El Progreso,San Agustin Acasaguastlan,1-256-66839-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,303,607,7/1/2023,Rosario Velasquez,El Progreso,San Agustin Acasaguastlan,0-15-619001-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,530,1796,11/12/2023,Mirta Alvarez,Retalhuleu,Nuevo San Carlos,1-931809-15-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,135,2620,9/24/2023,Valeria Ibarra,Alta Verapaz,Tactic,1-55777-872-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,166,3594,3/5/2023,Carolina Medina,Totonicapan,Momostenango,1-03-610237-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,375,5690,5/16/2023,Sofia Diaz,San Marcos,Tejutla,0-609-04530-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,493,7909,4/11/2023,Marcela Torres,Alta Verapaz,Santa Cruz Verapaz,1-907631-30-5
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,412,6986,11/5/2023,Andres Vazquez,Peten,Poptun,1-00-478607-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,226,7435,3/21/2023,Paola Rojas,Baja Verapaz,Purulha,1-68116-033-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,823,628,2/13/2023,Carolina Vargas,Suchitepequez,Mazatenango,0-00-218933-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,416,5133,3/20/2023,Salvador Molina,Quiche,Chichicastenango,1-5487-7913-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,506,6672,3/8/2023,Sergio Acosta,Quiche,Santa Cruz del Quiche,0-85486-197-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,478,3741,9/25/2023,Miguel Garcia,Alta Verapaz,Santa Cruz Verapaz,0-249-75658-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,912,2277,5/3/2023,Paola Rojas,Jalapa,San Pedro Pinula,0-9956477-6-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,594,4671,12/5/2023,Alejandra Vargas,Chimaltenango,Comalapa,1-198-24494-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,970,7068,1/12/2023,Ramon Molina,Suchitepequez,Chicacao,1-258-24576-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,990,3665,9/6/2023,Diana Ortiz,Jutiapa,Agua Blanca,0-301-67121-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,592,3881,5/29/2023,Natalia Fernandez,Jalapa,Jalapa,1-77335-207-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,493,7338,7/3/2023,Fernando Guerrero,Totonicapan,Momostenango,0-03-991665-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,588,3083,1/30/2023,Simon Lopez,Suchitepequez,San Bernardino,0-488-26350-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,228,743,3/5/2023,Silvia Rivera,Sacatepequez,Ciudad Vieja,1-897389-09-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,197,6751,10/9/2023,Raul Silva,El Progreso,Sanarate,1-78938-141-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,355,5931,3/1/2023,Fabiola Salazar,Chiquimula,Camotan,1-193-47833-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,275,4799,5/8/2023,Estela Lopez,Chimaltenango,San Martin Jilotepeque,1-383-01963-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,681,6870,12/2/2023,Esperanza Gomez,Izabal,Morales,1-59171-060-X
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,307,7272,7/26/2023,Ramon Campos,Chiquimula,Concepcion Las Minas,0-461-12632-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,561,3688,12/19/2023,Ines Cortes,Quetzaltenango,Salcaja,1-78712-428-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,197,7174,5/30/2023,Roberto Molina,San Marcos,Sibinal,1-940895-33-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,355,5412,6/15/2023,Jorge Perez,Quiche,Santa Cruz del Quiche,1-380-67568-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,121,3166,1/26/2023,Aurora Rodriguez,Jutiapa,Agua Blanca,1-131-91864-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,513,1812,12/24/2023,Fabiola Torres,Chiquimula,Esquipulas,0-478-72037-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,347,5206,8/13/2023,Carlos Fernandez,Quetzaltenango,Cantel,1-00-245277-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,619,4199,2/23/2023,Pilar Pacheco,Quiche,Nebaj,0-654-36140-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,549,7208,9/16/2023,Cristian Acosta,Izabal,Los Amates,1-908426-29-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,105,2370,7/12/2023,Olga Lopez,Chiquimula,San Jose La Arada,1-70058-212-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,962,759,7/14/2023,Elena Ramirez,Baja Verapaz,Cubulco,0-442-71994-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,485,853,7/22/2023,Manuel Cruz,Suchitepequez,Mazatenango,1-61432-460-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,183,5493,9/6/2023,Ruth Aguilar,Chiquimula,Chiquimula,0-421-36049-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,842,1288,4/30/2023,Ramon Gonzalez,Izabal,Morales,1-4883-7231-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,890,2105,9/21/2023,Rafael Leon,Suchitepequez,Patulul,1-05-560850-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,820,3802,9/1/2023,Sebastian Silva,El Progreso,Morazan,1-71023-276-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,604,7481,6/10/2023,Salvador Rivera,San Marcos,Tejutla,0-447-03692-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,891,5930,4/14/2023,Adrian Medina,Santa Rosa,Oratorio,1-67935-450-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,534,1404,3/29/2023,Jose Lopez,Baja Verapaz,San Jeronimo,1-69688-414-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,601,5202,8/31/2023,Arturo Guerrero,Totonicapan,Totonicapan,0-9739357-9-0
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,839,7350,2/19/2023,Daniel Pacheco,Peten,Flores,1-875952-83-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,571,1551,9/17/2023,Adriana Sanchez,Sacatepequez,Ciudad Vieja,0-605-42115-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,878,5760,3/10/2023,Marcelo Garcia,Chiquimula,Chiquimula,1-85459-051-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,759,1941,11/21/2023,Manuel Vazquez,Huehuetenango,San Pedro Necta,1-284-84639-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,808,1866,12/31/2023,Jorge Acosta,Jalapa,Jalapa,1-9807-8353-5
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,325,1077,4/11/2023,Felipe Espinoza,Alta Verapaz,Tactic,1-375-78401-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,992,6614,3/23/2023,Salvador Ramos,Huehuetenango,Huehuetenango,0-435-69205-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,465,4052,5/30/2023,Pedro Vega,Baja Verapaz,Salama,1-5050-8163-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,395,7863,3/15/2023,Patricia Medina,Suchitepequez,Patulul,1-924857-26-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,149,4693,7/14/2023,Gabriela Ponce,Huehuetenango,San Pedro Necta,0-87975-802-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,568,5440,3/20/2023,Enrique Espinoza,Baja Verapaz,Cubulco,0-210-11694-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,340,2975,2/21/2023,Julia Espinoza,Solola,San Juan La Laguna,1-148-89947-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,852,1591,3/15/2023,Marcos Velasquez,Izabal,El Estor,0-16-133942-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,762,7916,3/17/2023,Susana Hernandez,Izabal,Livingston,0-673-28095-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,993,1514,3/26/2023,Enrique Pacheco,Santa Rosa,Cuilapa,1-02-410288-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,109,7841,9/21/2023,Mariana Vega,Suchitepequez,Patulul,1-56105-635-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,461,631,6/16/2023,Monica Garcia,Santa Rosa,Cuilapa,1-57048-123-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,559,5906,12/20/2023,Adrian Soto,Retalhuleu,Champerico,0-8279-5046-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,760,3301,6/4/2023,Luisa Lopez,Baja Verapaz,Rabinal,1-903103-17-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,981,1741,9/29/2023,Alejandro Perez,Quiche,Santa Cruz del Quiche,0-619-72167-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,737,4754,10/30/2023,Rosa Flores,Suchitepequez,San Antonio Suchitepequez,0-9772399-2-6
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,494,6840,10/31/2023,Miguel Garcia,Solola,San Pedro La Laguna,0-89461-055-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,439,2543,8/5/2023,Alejandro Gomez,Jutiapa,Jutiapa,0-553-51601-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,198,7015,3/17/2023,Antonio Vazquez,El Progreso,San Agustin Acasaguastlan,0-665-70286-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,486,976,12/10/2023,Carolina Martinez,Zacapa,La Union,0-7833-3372-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,688,5460,6/19/2023,Raquel Gonzalez,Escuintla,Escuintla,1-55350-217-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,554,7907,4/27/2023,Ramon Lopez,Huehuetenango,San Pedro Necta,1-126-29849-2
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,151,4693,5/13/2023,Josefa Martinez,Jutiapa,Jutiapa,1-74560-401-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,540,2161,11/10/2023,Carolina Aguilar,Suchitepequez,Patulul,0-16-176480-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,199,2647,10/18/2023,Manuel Cruz,Izabal,Puerto Barrios,1-325-98201-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,591,2811,2/6/2023,Sofia Ortiz,Alta Verapaz,San Cristabal Verapaz,0-13-336669-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,374,6110,10/17/2023,Mariana Ponce,San Marcos,San Pedro Sacatepequez,1-02-920632-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,179,3255,5/3/2023,Mariana Rodriguez,Baja Verapaz,Purulha,1-72927-570-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,935,5656,8/20/2023,Gabriela Pacheco,Quiche,Santo Tomas Chichicastenango,1-153-97944-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,607,3355,3/11/2023,Pablo Reyes,Izabal,Puerto Barrios,1-951176-03-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,1000,1968,1/5/2023,Hugo Molina,Baja Verapaz,Purulha,1-327-35318-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,472,6897,3/5/2023,Jorge Gomez,Sacatepequez,Sumpango,0-7443-5146-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,749,1856,9/25/2023,angela Ibarra,Alta Verapaz,San Cristabal Verapaz,1-351-46043-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,268,3901,5/3/2023,Raquel Leon,El Progreso,San Agustin Acasaguastlan,1-4225-3256-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,452,5098,4/27/2023,Laura Castillo,Totonicapan,Totonicapan,0-455-89044-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,972,3598,1/28/2023,Ruth Reyes,El Progreso,Sanarate,1-04-005582-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,124,4082,8/13/2023,Gabriela Torres,Peten,Sayaxche,0-8152-6683-9
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,316,6679,1/31/2023,Marcela Ibarra,Retalhuleu,Nuevo San Carlos,0-205-63433-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,597,5754,12/18/2023,Natalia Ramirez,Santa Rosa,Barberena,0-934480-17-6
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,562,6382,12/9/2023,Gabriela Reyes,Solola,San Lucas Toliman,1-09-273314-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,970,2358,12/9/2023,Vicente Cortes,Quiche,Chichicastenango,1-4065-3062-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,436,7356,3/23/2023,Gloria Martinez,Chimaltenango,Chimaltenango,1-79698-104-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,124,921,8/19/2023,Olga Aguilar,Totonicapan,Momostenango,0-7576-4936-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,485,2227,4/17/2023,Antonio Guerrero,Zacapa,Rio Hondo,1-80728-099-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,141,1690,10/10/2023,Luisa Fernandez,Alta Verapaz,Tucuru,0-311-09876-2
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,756,4917,9/3/2023,Margarita Chavez,Huehuetenango,San Pedro Necta,1-997665-31-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,645,6598,12/26/2023,Valeria Gonzalez,El Progreso,Sanarate,0-468-20839-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,875,2884,9/22/2023,Samuel Cabrera,Escuintla,Santa Lucia Cotzumalguapa,0-8008-6323-2
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,732,3419,3/27/2023,Gustavo Jimenez,Solola,Solola,0-506-89313-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,380,6672,1/25/2023,Isabel Jimenez,Chimaltenango,Comalapa,0-7751-2728-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,909,1400,6/18/2023,Emilio Ortiz,Huehuetenango,San Juan Atitan,0-03-952933-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,831,5988,3/23/2023,Juan Chavez,Suchitepequez,Mazatenango,1-346-84960-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,452,7523,9/9/2023,Monica Castro,Peten,Sayaxche,1-385-74270-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,736,1374,12/8/2023,Cecilia Guzman,Peten,Santa Elena,0-689-86971-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,587,2625,7/30/2023,Jose Velasquez,Chimaltenango,Chimaltenango,0-10-901368-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,196,1295,2/27/2023,Margarita Lopez,El Progreso,Morazan,0-08-545115-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,374,5567,10/2/2023,Sandra Rodriguez,Suchitepequez,San Antonio Suchitepequez,0-342-07394-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,996,6482,4/13/2023,Marcelo Sanchez,Chimaltenango,Comalapa,1-197-54971-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,299,7050,3/28/2023,Carlos Navarro,Alta Verapaz,Santa Cruz Verapaz,0-640-17477-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,281,4416,5/2/2023,Olga Morales,Jalapa,San Luis Jilotepeque,1-218-74410-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,828,7972,12/20/2023,Vicente Rivera,Jutiapa,Santa Catarina Mita,0-590-64540-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,757,5586,11/11/2023,Rosario Velasquez,Escuintla,Santa Lucia Cotzumalguapa,0-906306-10-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,975,4207,4/30/2023,Veronica Navarro,Chiquimula,Chiquimula,1-899988-64-5
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,801,2702,11/21/2023,Lucia Guerrero,Huehuetenango,La Democracia,1-266-52042-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,215,6384,4/18/2023,Carmen Gonzalez,Jalapa,Jalapa,0-531-92962-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,222,2738,2/25/2023,Emilio Acosta,Jalapa,Mataquescuintla,1-69247-723-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,705,7472,7/2/2023,Paola Salazar,Huehuetenango,Huehuetenango,1-288-30497-8
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,143,4466,2/25/2023,Gabriela Ponce,Alta Verapaz,Tucuru,0-400-35991-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,366,4367,6/15/2023,Marcelo Mendoza,Zacapa,Rio Hondo,1-74970-284-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,736,3017,5/29/2023,Alejandra Morales,Zacapa,Teculutan,1-344-54910-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,972,5540,3/21/2023,Emilio Gonzalez,Guatemala,Villa Nueva,1-231-05203-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,933,7468,11/19/2023,Cristian Romero,Alta Verapaz,Coban,1-4408-6546-9
